model,harness,task,verdict,totalTimeS,agentTimeS,rounds,tokTotal,tokIn,tokOut,cacheRead,cacheWrite,costUSD,insertions,deletions,firstPromptTokens,expertActive,expertJudgments,expertSilences,expertSteers,expertAccepted,expertRejected,expertStaleDrops,expertErrors,expertPromptTokens,expertCachedTokens,expertCompletionTokens
deepseek-v4-flash,niffler-expert,t07-validate,pass,32.1,31.9,1,38308,6524,3048,28736,0,0.000000,12,8,3060,true,2,2,0,0,0,0,0,8638,7104,52
deepseek-v4-flash,niffler-expert,t08-logsum,pass,23.5,22.9,1,51322,4697,2209,44416,0,0.000000,48,2,3057,true,2,2,0,0,0,0,0,9079,6912,62
deepseek-v4-flash,niffler-expert,t09-poolrace,pass,15,13.3,1,36952,3586,1366,32000,0,0.000000,13,6,3075,true,2,2,0,0,0,0,0,8497,6912,73
deepseek-v4-flash,niffler-expert,t10-iniparse,pass,36.3,33.3,1,48397,6721,3020,38656,0,0.000000,9,7,3063,true,2,2,0,0,0,0,0,8796,6912,50
deepseek-v4-flash,niffler-expert,t11-asyncbugs,pass,16.4,16.1,1,38616,4031,1689,32896,0,0.000000,7,5,3060,true,2,2,0,0,0,0,0,8705,7040,73
deepseek-v4-flash,niffler-expert,t12-refactor,pass,13.7,13.3,1,37767,3562,1437,32768,0,0.000000,2,4,3066,true,2,2,0,0,0,0,0,8422,7040,65
deepseek-v4-flash,niffler-expert,t13-batchrename,pass,8.6,8.2,1,28748,2815,461,25472,0,0.000000,27,27,3082,true,1,1,0,0,0,0,0,3694,3456,24
deepseek-v4-flash,niffler-expert,t14-todosweep,pass,28.5,28.4,1,53654,5568,2262,45824,0,0.000000,18,0,3075,true,2,1,0,0,0,0,1,8426,6912,76
deepseek-v4-flash,niffler-expert,t15-pollstats,pass,8.7,8.3,1,20007,1527,432,18048,0,0.000000,1,0,3087,true,1,1,0,0,0,0,0,3668,3456,24
deepseek-v4-flash,niffler-expert,t16-apisum,pass,14.2,12.9,1,31700,3493,623,27584,0,0.000000,27,0,3089,true,2,2,0,0,0,0,0,8357,7104,38
deepseek-v4-flash,niffler-expert,t17-doccheck,pass,41.3,41.2,1,112201,5201,3576,103424,0,0.000000,39,0,3167,true,2,2,0,0,0,0,0,8705,6912,65
glm-5.3-flash,niffler,t01-roman,pass,34.7,34.2,1,20167,4496,375,15296,0,0.000000,17,1,2893,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,niffler,t02-jsonrepair,pass,39.2,39.1,1,19646,10297,901,8448,0,0.000000,69,1,2935,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,niffler,t03-ringbuffer,pass,38.9,37.9,1,19043,2651,776,15616,0,0.000000,13,4,2909,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,niffler,t04-csvbugfix,pass,20.3,20.2,1,14123,2820,167,11136,0,0.000000,3,3,2866,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,niffler,t05-todostore,pass,23.4,23.1,1,13827,1338,393,12096,0,0.000000,16,4,2851,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,niffler,t06-stackvm,pass,77.2,76.7,1,61668,8989,2695,49984,0,0.000000,171,60,2892,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,niffler,t07-validate,pass,37.6,37.4,1,28761,15594,495,12672,0,0.000000,14,12,2862,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,niffler,t08-logsum,pass,45.4,45,1,29828,11144,636,18048,0,0.000000,48,3,2858,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,niffler,t09-poolrace,pass,24.7,23,1,13703,4673,390,8640,0,0.000000,4,1,2877,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,niffler,t10-iniparse,pass,125.3,122.4,1,75736,19535,1993,54208,0,0.000000,6,5,2865,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,niffler,t11-asyncbugs,pass,80.7,80.3,1,42199,11813,818,29568,0,0.000000,6,11,2862,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,niffler,t12-refactor,pass,36.8,36.3,1,26680,11117,395,15168,0,0.000000,2,4,2865,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,niffler,t13-batchrename,pass,25.3,24.9,1,9354,3677,109,5568,0,0.000000,27,27,2882,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,niffler,t14-todosweep,pass,14.1,14,1,10865,5235,126,5504,0,0.000000,18,0,2875,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,niffler,t15-pollstats,pass,23.5,23,1,16622,4936,294,11392,0,0.000000,1,0,2887,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,niffler,t16-apisum,pass,24.2,22.9,1,12737,6993,176,5568,0,0.000000,11,0,2889,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,niffler,t17-doccheck,pass,174.9,174.5,1,128722,39793,3297,85632,0,0.000000,140,0,2967,false,0,0,0,0,0,0,0,0,0,0
glm-5.3-flash,niffler-expert,t01-roman,pass,22.9,22.5,1,21392,8633,343,12416,0,0.000000,13,4,2893,true,2,1,0,0,0,0,1,7938,3456,112
glm-5.3-flash,niffler-expert,t02-jsonrepair,pass,77.6,77.4,1,65801,16214,1779,47808,0,0.000000,63,11,2935,true,2,2,0,0,0,0,0,7759,7104,44
glm-5.3-flash,niffler-expert,t03-ringbuffer,pass,28.3,27.3,1,21758,1745,557,19456,0,0.000000,13,4,2909,true,2,1,1,1,0,0,0,7595,6912,130
glm-5.3-flash,niffler-expert,t04-csvbugfix,pass,20.8,20.6,1,22093,2903,246,18944,0,0.000000,3,3,2866,true,2,1,0,0,0,0,1,7841,7040,71
glm-5.3-flash,niffler-expert,t05-todostore,pass,20.7,20.5,1,21668,2050,482,19136,0,0.000000,16,4,2851,true,2,2,0,0,0,0,0,7727,6912,82
glm-5.3-flash,niffler-expert,t06-stackvm,pass,62.8,62.3,1,56483,12615,2268,41600,0,0.000000,120,37,2892,true,2,2,0,0,0,0,0,7810,6912,69
glm-5.3-flash,niffler-expert,t07-validate,pass,44.8,44.7,1,41642,11786,800,29056,0,0.000000,7,9,2862,true,2,2,0,0,0,0,0,7848,7040,76
glm-5.3-flash,niffler-expert,t08-logsum,pass,42.2,41.7,1,38169,15657,688,21824,0,0.000000,45,2,2858,true,2,2,0,0,0,0,0,7966,7040,49
glm-5.3-flash,niffler-expert,t09-poolrace,pass,26.5,24.8,1,26117,10278,415,15424,0,0.000000,4,1,2877,true,2,2,0,0,0,0,0,7886,6912,58
glm-5.3-flash,niffler-expert,t10-iniparse,pass,39.3,36.4,1,32377,2936,577,28864,0,0.000000,6,5,2865,true,2,2,0,0,0,0,0,7720,6912,83
glm-5.3-flash,niffler-expert,t11-asyncbugs,pass,55.9,55.6,1,55032,21158,722,33152,0,0.000000,6,5,2862,true,2,2,0,0,0,0,0,7754,7040,72
glm-5.3-flash,niffler-expert,t12-refactor,pass,40.1,39.6,1,35104,13213,579,21312,0,0.000000,2,4,2865,true,2,1,0,0,0,0,1,7653,6912,187
glm-5.3-flash,niffler-expert,t13-batchrename,pass,14.1,13.7,1,13816,4644,148,9024,0,0.000000,27,27,2882,true,1,1,0,0,0,0,0,3669,3456,50
glm-5.3-flash,niffler-expert,t14-todosweep,pass,16.4,16.3,1,14516,5412,144,8960,0,0.000000,18,0,2875,true,1,1,0,0,0,0,0,3661,3456,33
glm-5.3-flash,niffler-expert,t15-pollstats,pass,19.3,18.9,1,13139,3930,185,9024,0,0.000000,1,0,2887,true,1,1,0,0,0,0,0,3650,3456,29
glm-5.3-flash,niffler-expert,t16-apisum,pass,20.7,19.4,1,22246,9326,248,12672,0,0.000000,11,0,2889,true,2,2,0,0,0,0,0,7751,7104,59
glm-5.3-flash,niffler-expert,t17-doccheck,pass,44,43.3,1,32363,12056,979,19328,0,0.000000,56,0,2967,true,2,2,0,0,0,0,0,7870,7040,62
